Name,Category,Packaging,Recyclability,Components Used,Carbon_Footprints,Water_Usage_Liters,Sustainability_Score,Sustainability_Level,Sustainable_Alternative
Bookshelf,Furniture,Bioplastic Wrap,Yes,Contains glass and colorants,1.8626416039224056,63,91.40258494646947,High,Use recycled wood shelf
Soap,Cosmetics,Fabric,Yes,Contains bamboo and starch base,2.349323947755659,124,79.44563127397929,High,Use organic cotton or hemp fabrics
Body Lotion,Cosmetics,Glass,Yes,Contains recycled wood and adhesives,0.9162760418347136,54,87.98339559794601,High,Encourage glass refill systems
Nail Polish,Cosmetics,Fabric,Yes,Contains steel and eco resin,2.148984988672158,130,75.89787596242637,High,Use organic cotton or hemp fabrics
Tablet,Electronics,Metal,Yes,Contains aluminium and eco resin,2.174166573654699,90,83.0272607963105,High,Switch to stainless steel components
Smartwatch,Electronics,Metal,Yes,Contains recycled wood and adhesives,1.768917626175251,101,80.09901360102333,High,Switch to stainless steel components
Oatmeal,Food,Bamboo,Yes,Contains organic cotton and binders,0.160559520933095,28,93.59591259443437,High,Use bamboo-based sustainable design
Yogurt Cup,Food,Aluminum,Yes,Contains aluminium and adhesives,9.244589855012132,182,57.42346120715028,Medium,Promote closed-loop aluminum recycling
Body Lotion,Cosmetics,Glass,Yes,Contains bioplastic and minor additives,0.729504726368009,56,88.39879020155173,High,Encourage glass refill systems
Cereal Box,Food,Rubber,No,Contains hemp and binders,4.098684361596927,162,32.46505814883195,Low,Replace with natural rubber
Towel,Daily-use,Metal,Yes,Contains bamboo and colorants,2.3242321489318867,108,79.76971797309217,High,Switch to stainless steel components
Bed Frame,Furniture,Paper Wrap,Yes,Contains steel and starch base,4.048157135109275,109,73.37364984865363,Medium,Use bamboo-based bed
Laptop,Electronics,Rubber,No,Contains steel and starch base,4.115397327939141,140,33.84527654111283,Low,Replace with natural rubber
Headphones,Electronics,Aluminum,Yes,Contains hemp and eco resin,9.128444273425355,211,57.6206004600972,Medium,Promote closed-loop aluminum recycling
Smartphone,Electronics,Bioplastic,Yes,Contains hemp and minor additives,1.118560609334263,56,91.03145388361412,High,Adopt bioplastic materials
Refrigerator,Electronics,Fabric,Yes,Contains recycled wood and binders,2.992407490021791,115,78.15418221714083,High,Use organic cotton or hemp fabrics
Cereal Box,Food,Rubber,No,Contains organic cotton and colorants,3.655561189615689,155,33.94252275654555,Low,Replace with natural rubber
Bed Frame,Furniture,Paper Wrap,Yes,Contains organic cotton and minor additives,3.921433391780079,114,78.2334133041849,Medium,Use bamboo-based bed
Wooden Chair,Furniture,Cardboard,Yes,Contains glass and starch base,2.2117367033799686,85,82.39691093125248,Medium,Use bamboo-based chair
LED TV,Electronics,Plastic,No,Contains organic cotton and starch base,6.403050503900455,178,26.270058103335607,Low,Use bioplastic or glass packaging
Smartphone,Electronics,Metal,Yes,Contains steel and binders,1.614136752128666,90,80.39469592003455,High,Switch to stainless steel components
Refrigerator,Electronics,Rubber,No,Contains bamboo and adhesives,4.203130368450699,151,34.350335571215695,Low,Replace with natural rubber
Yogurt Cup,Food,Aluminum,Yes,Contains bamboo and minor additives,9.151801041805216,188,60.142822076328684,Medium,Promote closed-loop aluminum recycling
LED TV,Electronics,Plastic,No,Contains organic cotton and adhesives,5.871848916479539,171,24.96168298889922,Low,Use bioplastic or glass packaging
Cereal Box,Food,Metal,Yes,Contains steel and colorants,1.6313836365500023,90,80.66248647621654,High,Switch to stainless steel components
Pen,Daily-use,Bamboo,Yes,Contains bamboo and eco resin,0.0644170108731094,30,92.6971336717636,High,Use bamboo-based sustainable design
Moisturizer,Cosmetics,Aluminum,Yes,Contains glass and adhesives,8.549423283082291,197,55.68965130702736,Medium,Promote closed-loop aluminum recycling
Smartphone,Electronics,Plastic,No,Contains recycled wood and eco resin,6.022610645918431,166,25.82998411148079,Low,Use bioplastic or glass packaging
Cereal Box,Food,Plastic,No,Contains hemp and starch base,5.867769733194276,182,27.7626270034585,Low,Use bioplastic or glass packaging
Perfume,Cosmetics,Rubber,No,Contains recycled wood and binders,3.667250385651092,148,36.54841655075342,Low,Replace with natural rubber
Candle,Daily-use,Metal,Yes,Contains recycled wood and binders,1.8526912643915523,103,81.07753537156627,High,Switch to stainless steel components
Tablet,Electronics,Plastic,No,Contains organic cotton and starch base,5.742582446652293,196,22.586697135874363,Low,Use bioplastic or glass packaging
Perfume,Cosmetics,Fabric,Yes,Contains bamboo and minor additives,2.379146753256293,125,76.29377252830449,High,Use organic cotton or hemp fabrics
Pen,Daily-use,Aluminum,Yes,Contains aluminium and binders,8.528451114490123,187,57.81892912483399,Medium,Promote closed-loop aluminum recycling
Bed Frame,Furniture,Paper Wrap,Yes,Contains glass and binders,4.469142371179953,113,73.82524661890615,Medium,Use bamboo-based bed
Nail Polish,Cosmetics,Bioplastic,Yes,Contains aluminium and starch base,1.474996475611119,54,88.61335296945664,High,Adopt bioplastic materials
Perfume,Cosmetics,Metal,Yes,Contains bioplastic and eco resin,1.9300366992433795,95,83.24319424714824,High,Switch to stainless steel components
Cereal Box,Food,Plastic,No,Contains aluminium and adhesives,6.481582491950318,187,25.67893032105834,Low,Use bioplastic or glass packaging
Smartwatch,Electronics,Glass,Yes,Contains glass and minor additives,1.6021933324264297,61,88.88898893944072,High,Encourage glass refill systems
Soap,Cosmetics,Rubber,No,Contains glass and colorants,3.798317830666404,164,35.89986660102126,Low,Replace with natural rubber
Headphones,Electronics,Bioplastic,Yes,Contains aluminium and adhesives,1.2343157220123724,62,86.89951167832379,High,Adopt bioplastic materials
Chips,Food,Fabric,Yes,Contains bioplastic and binders,2.219243790600364,112,78.93650369642718,High,Use organic cotton or hemp fabrics
Toothbrush,Daily-use,Plastic,No,Contains aluminium and starch base,5.6676271896550325,162,24.75587741216222,Low,Use bioplastic or glass packaging
Detergent,Daily-use,Fabric,Yes,Contains bioplastic and eco resin,2.915299978205212,129,76.7055301899251,High,Use organic cotton or hemp fabrics
Wooden Chair,Furniture,Cardboard,Yes,Contains organic cotton and binders,2.240530768438377,72,83.28430669899012,Medium,Use bamboo-based chair
Tablet,Electronics,Metal,Yes,Contains steel and eco resin,1.5992072812504043,102,79.58619743310645,High,Switch to stainless steel components
Bread Loaf,Food,Metal,Yes,Contains hemp and adhesives,1.960845214982654,101,82.23537374579294,High,Switch to stainless steel components
Smartphone,Electronics,Bamboo,Yes,Contains hemp and starch base,0.2724804602751069,31,97.33552019806068,High,Use bamboo-based sustainable design
Milk Carton,Food,Rubber,No,Contains steel and minor additives,4.308789702296272,162,33.50456796299945,Low,Replace with natural rubber
Cereal Box,Food,Aluminum,Yes,Contains aluminium and minor additives,8.985651890434944,214,59.09993422345029,Medium,Promote closed-loop aluminum recycling
Face Cream,Cosmetics,Glass,Yes,Contains steel and starch base,1.132067342744723,65,88.25755893481961,High,Encourage glass refill systems
Sofa,Furniture,Plastic Film,No,Contains bioplastic and minor additives,5.212916952424806,206,43.43043361175168,Low,Use organic fabric sofa
Chips,Food,Rubber,No,Contains aluminium and starch base,4.292866507944267,155,34.283067596998414,Low,Replace with natural rubber
Candle,Daily-use,Fabric,Yes,Contains bioplastic and starch base,2.844261305669866,110,75.84474745800773,High,Use organic cotton or hemp fabrics
Umbrella,Daily-use,Glass,Yes,Contains organic cotton and starch base,1.002041393804451,61,88.66796352384718,High,Encourage glass refill systems
Body Lotion,Cosmetics,Paper,Yes,Contains bamboo and adhesives,0.6641380800757757,54,91.10152806533426,High,Use recycled paper packaging
Juice Bottle,Food,Paper,Yes,Contains recycled wood and eco resin,0.952454028322013,50,90.95998187259198,High,Use recycled paper packaging
Bed Frame,Furniture,Paper Wrap,Yes,Contains organic cotton and starch base,3.863094170464844,114,74.75791935946798,Medium,Use bamboo-based bed
Cereal Box,Food,Rubber,No,Contains bioplastic and binders,4.314731248633699,136,33.86769164543665,Low,Replace with natural rubber
Milk Carton,Food,Metal,Yes,Contains recycled wood and colorants,2.157490108792825,96,80.41881983553556,High,Switch to stainless steel components
Refrigerator,Electronics,Paper,Yes,Contains bioplastic and eco resin,1.247426522548594,51,87.92786446341955,High,Use recycled paper packaging
Juice Bottle,Food,Metal,Yes,Contains organic cotton and eco resin,2.005109863368684,107,78.48250479469212,High,Switch to stainless steel components
Wooden Chair,Furniture,Cardboard,Yes,Contains recycled wood and eco resin,2.938863164891002,86,80.85323472117528,Medium,Use bamboo-based chair
Air Conditioner,Electronics,Fabric,Yes,Contains organic cotton and colorants,2.2175971885055272,125,81.68628239887167,High,Use organic cotton or hemp fabrics
Soap,Cosmetics,Metal,Yes,Contains organic cotton and starch base,2.4648979534757203,90,78.89521381121857,High,Switch to stainless steel components
Juice Bottle,Food,Bamboo,Yes,Contains organic cotton and starch base,-0.1780938223519003,29,97.1428637233192,High,Use bamboo-based sustainable design
Bookshelf,Furniture,Bioplastic Wrap,Yes,Contains aluminium and starch base,2.127772098396485,71,87.1411814353819,High,Use recycled wood shelf
Headphones,Electronics,Glass,Yes,Contains bamboo and adhesives,1.0956167239721744,65,88.75450191888329,High,Encourage glass refill systems
Smartphone,Electronics,Paper,Yes,Contains bamboo and minor additives,0.4952480821673948,52,92.49397865327374,High,Use recycled paper packaging
Wooden Chair,Furniture,Cardboard,Yes,Contains steel and binders,2.7099646056213085,73,84.63315618656735,Medium,Use bamboo-based chair
Chips,Food,Fabric,Yes,Contains glass and minor additives,2.055988001439704,123,80.12107552894867,High,Use organic cotton or hemp fabrics
Laptop,Electronics,Glass,Yes,Contains bamboo and starch base,1.3522817897333346,57,87.49524791227313,High,Encourage glass refill systems
Body Lotion,Cosmetics,Fabric,Yes,Contains bamboo and colorants,2.9511066849602896,113,76.20323850733881,High,Use organic cotton or hemp fabrics
Sofa,Furniture,Plastic Film,No,Contains bamboo and starch base,4.713950010367134,193,43.782843696730566,Low,Use organic fabric sofa
Yogurt Cup,Food,Paper,Yes,Contains hemp and adhesives,0.8720380956058175,45,93.0637650071884,High,Use recycled paper packaging
Moisturizer,Cosmetics,Rubber,No,Contains steel and adhesives,3.534658404484394,149,32.02968798205722,Low,Replace with natural rubber
Bookshelf,Furniture,Bioplastic Wrap,Yes,Contains recycled wood and minor additives,1.745849659271781,73,90.24974732422474,High,Use recycled wood shelf
Shampoo,Cosmetics,Plastic,No,Contains recycled wood and colorants,5.584558861663438,195,23.771181373347293,Low,Use bioplastic or glass packaging
Wooden Chair,Furniture,Cardboard,Yes,Contains steel and binders,2.65799691555154,73,83.54417785135927,Medium,Use bamboo-based chair
Pasta,Food,Plastic,No,Contains recycled wood and minor additives,6.086936865254329,171,28.334324415443117,Low,Use bioplastic or glass packaging
Juice Bottle,Food,Fabric,Yes,Contains glass and adhesives,2.5523874300486264,123,78.47883833607034,High,Use organic cotton or hemp fabrics
Bed Frame,Furniture,Paper Wrap,Yes,Contains organic cotton and adhesives,4.46322758671557,119,74.4424228052365,Medium,Use bamboo-based bed
Cereal Box,Food,Bioplastic,Yes,Contains steel and starch base,1.085908420166947,62,89.96570714584456,High,Adopt bioplastic materials
Sofa,Furniture,Plastic Film,No,Contains aluminium and minor additives,4.89352416783108,194,45.25744879216704,Low,Use organic fabric sofa
Body Lotion,Cosmetics,Glass,Yes,Contains bamboo and starch base,1.1075626614442586,60,85.5563825015883,High,Encourage glass refill systems
Yogurt Cup,Food,Bioplastic,Yes,Contains organic cotton and colorants,1.186638401227984,64,88.11256376889442,High,Adopt bioplastic materials
Smartwatch,Electronics,Plastic,No,Contains steel and starch base,5.897204139684535,179,23.267689165777007,Low,Use bioplastic or glass packaging
Detergent,Daily-use,Fabric,Yes,Contains recycled wood and minor additives,2.7878949184113093,119,78.88830835217972,High,Use organic cotton or hemp fabrics
Umbrella,Daily-use,Aluminum,Yes,Contains glass and minor additives,9.110730357318856,215,58.11797182072404,Medium,Promote closed-loop aluminum recycling
Toothbrush,Daily-use,Metal,Yes,Contains bamboo and minor additives,1.980621781848496,100,81.80457198643188,High,Switch to stainless steel components
Pen,Daily-use,Aluminum,Yes,Contains bioplastic and starch base,8.710256582691189,187,58.493394790417184,Medium,Promote closed-loop aluminum recycling
Pasta,Food,Bamboo,Yes,Contains aluminium and adhesives,-0.1374947377378575,28,95.3857460728578,High,Use bamboo-based sustainable design
Chips,Food,Rubber,No,Contains steel and minor additives,4.4575093116525615,147,36.84920261323043,Low,Replace with natural rubber
Soap,Cosmetics,Bamboo,Yes,Contains bioplastic and eco resin,0.7686461932998827,31,96.80140791297694,High,Use bamboo-based sustainable design
Toothbrush,Daily-use,Aluminum,Yes,Contains aluminium and adhesives,9.256397607892408,206,60.97626406472971,Medium,Promote closed-loop aluminum recycling
Pasta,Food,Metal,Yes,Contains organic cotton and minor additives,2.1976869514704047,100,83.33051510795075,High,Switch to stainless steel components
Pasta,Food,Fabric,Yes,Contains steel and colorants,2.945459582620904,121,76.03944506957299,High,Use organic cotton or hemp fabrics
LED TV,Electronics,Aluminum,Yes,Contains bamboo and eco resin,8.811438970549158,185,57.45732891160428,Medium,Promote closed-loop aluminum recycling
Smartphone,Electronics,Aluminum,Yes,Contains bioplastic and starch base,8.864856784114098,205,58.00101802960054,Medium,Promote closed-loop aluminum recycling
Cereal Box,Food,Bioplastic,Yes,Contains aluminium and eco resin,0.7666789942326394,59,86.76161850885728,High,Adopt bioplastic materials
Bed Frame,Furniture,Paper Wrap,Yes,Contains recycled wood and minor additives,4.473534304373173,130,73.1332397115335,Medium,Use bamboo-based bed
Bread Loaf,Food,Bioplastic,Yes,Contains glass and colorants,1.4586329624589989,56,89.02118959258507,High,Adopt bioplastic materials
Moisturizer,Cosmetics,Aluminum,Yes,Contains steel and adhesives,8.548271659682394,219,60.74968412599437,Medium,Promote closed-loop aluminum recycling
Tablet,Electronics,Metal,Yes,Contains organic cotton and minor additives,1.8788616728263725,105,80.51673069237502,High,Switch to stainless steel components
Chips,Food,Glass,Yes,Contains organic cotton and binders,0.8357043357513662,56,87.92650525012853,High,Encourage glass refill systems
Smartwatch,Electronics,Paper,Yes,Contains bioplastic and binders,0.348504045386649,46,89.61066966075904,High,Use recycled paper packaging
Body Lotion,Cosmetics,Bioplastic,Yes,Contains recycled wood and adhesives,1.3608004271361829,60,88.33018012237059,High,Adopt bioplastic materials
Yogurt Cup,Food,Aluminum,Yes,Contains glass and colorants,8.780415587469262,215,55.52908338665949,Medium,Promote closed-loop aluminum recycling
Soap,Cosmetics,Rubber,No,Contains glass and colorants,3.816219851213148,159,34.58193708069923,Low,Replace with natural rubber
Refrigerator,Electronics,Fabric,Yes,Contains recycled wood and minor additives,2.0055556321603927,127,78.815729857215,High,Use organic cotton or hemp fabrics
Moisturizer,Cosmetics,Metal,Yes,Contains steel and binders,1.857174646963685,103,82.00815811725089,High,Switch to stainless steel components
Detergent,Daily-use,Fabric,Yes,Contains aluminium and adhesives,2.901128003732089,114,76.50291701052195,High,Use organic cotton or hemp fabrics
Body Lotion,Cosmetics,Plastic,No,Contains glass and minor additives,6.087197991308212,195,23.999102915130653,Low,Use bioplastic or glass packaging
Shampoo,Cosmetics,Paper,Yes,Contains bioplastic and starch base,0.6004939344878298,51,91.29624627141924,High,Use recycled paper packaging
Smartwatch,Electronics,Fabric,Yes,Contains recycled wood and eco resin,2.232037610946155,128,79.19160446953543,High,Use organic cotton or hemp fabrics
Smartwatch,Electronics,Paper,Yes,Contains organic cotton and starch base,1.116968977042492,48,88.65578312221307,High,Use recycled paper packaging
Juice Bottle,Food,Aluminum,Yes,Contains bamboo and binders,9.409399323118208,215,56.7887460032744,Medium,Promote closed-loop aluminum recycling
Bread Loaf,Food,Rubber,No,Contains bamboo and binders,4.062808104288901,155,33.67572441255706,Low,Replace with natural rubber
Laptop,Electronics,Rubber,No,Contains steel and colorants,4.0667845716080855,141,36.59825801902852,Low,Replace with natural rubber
Bookshelf,Furniture,Bioplastic Wrap,Yes,Contains recycled wood and adhesives,2.34269744603252,70,89.37641138357321,High,Use recycled wood shelf
Laptop,Electronics,Plastic,No,Contains bamboo and colorants,6.327841022443196,194,23.729606631554663,Low,Use bioplastic or glass packaging
Umbrella,Daily-use,Bamboo,Yes,Contains hemp and colorants,0.0273007067819908,29,94.18258553373973,High,Use bamboo-based sustainable design
Laptop,Electronics,Metal,Yes,Contains aluminium and binders,2.268892253232402,109,77.54604674120532,High,Switch to stainless steel components
Smartwatch,Electronics,Bioplastic,Yes,Contains aluminium and binders,0.9864996684761578,65,87.3018372922329,High,Adopt bioplastic materials
Smartwatch,Electronics,Paper,Yes,Contains aluminium and minor additives,1.2351056324962304,52,87.7661295958258,High,Use recycled paper packaging
Air Conditioner,Electronics,Rubber,No,Contains organic cotton and eco resin,4.335532159829093,158,31.87834183424836,Low,Replace with natural rubber
Cereal Box,Food,Glass,Yes,Contains aluminium and minor additives,1.0016160812731965,65,87.98624590974882,High,Encourage glass refill systems
LED TV,Electronics,Fabric,Yes,Contains glass and eco resin,2.8512404140377896,108,77.81034142965201,High,Use organic cotton or hemp fabrics
Body Lotion,Cosmetics,Paper,Yes,Contains recycled wood and binders,0.5253284811812191,52,88.19084741667196,High,Use recycled paper packaging
Bookshelf,Furniture,Bioplastic Wrap,Yes,Contains bioplastic and adhesives,1.877604086841397,68,88.28739166436328,High,Use recycled wood shelf
Detergent,Daily-use,Plastic,No,Contains hemp and binders,6.394186876091276,175,26.92232782277074,Low,Use bioplastic or glass packaging
Refrigerator,Electronics,Aluminum,Yes,Contains steel and starch base,8.859624265528904,209,56.75908370795085,Medium,Promote closed-loop aluminum recycling
Bed Frame,Furniture,Paper Wrap,Yes,Contains bamboo and binders,4.204648686836982,125,76.45224215747714,Medium,Use bamboo-based bed
Air Conditioner,Electronics,Metal,Yes,Contains recycled wood and binders,1.627458035948043,90,82.93911932775292,High,Switch to stainless steel components
Cereal Box,Food,Paper,Yes,Contains steel and starch base,0.5309871891736149,47,88.01098621826712,High,Use recycled paper packaging
Pasta,Food,Bamboo,Yes,Contains aluminium and eco resin,0.2510814263352877,27,97.56082520455804,High,Use bamboo-based sustainable design
Tablet,Electronics,Aluminum,Yes,Contains steel and binders,9.369454615530715,213,57.69961195611037,Medium,Promote closed-loop aluminum recycling
Pasta,Food,Bioplastic,Yes,Contains bamboo and binders,0.8522094730266652,55,91.93136210157292,High,Adopt bioplastic materials
Oatmeal,Food,Aluminum,Yes,Contains aluminium and adhesives,9.355326472739918,191,57.04029649243412,Medium,Promote closed-loop aluminum recycling
Oatmeal,Food,Fabric,Yes,Contains bioplastic and starch base,2.6428814114052352,108,78.37122648503903,High,Use organic cotton or hemp fabrics
Headphones,Electronics,Glass,Yes,Contains bamboo and starch base,0.7879366075506468,56,87.68411402458356,High,Encourage glass refill systems
Air Conditioner,Electronics,Paper,Yes,Contains recycled wood and colorants,0.6037466540329489,47,91.40401665096002,High,Use recycled paper packaging
Toothbrush,Daily-use,Bamboo,Yes,Contains glass and eco resin,0.297297280559573,32,94.72775689237874,High,Use bamboo-based sustainable design
Lipstick,Cosmetics,Rubber,No,Contains aluminium and adhesives,3.970150919594908,154,31.810042354938343,Low,Replace with natural rubber
Perfume,Cosmetics,Fabric,Yes,Contains aluminium and colorants,2.168487386244093,131,80.20125760850722,High,Use organic cotton or hemp fabrics
Lipstick,Cosmetics,Bioplastic,Yes,Contains bamboo and adhesives,1.1392138336887032,65,89.51943519714656,High,Adopt bioplastic materials
Smartphone,Electronics,Metal,Yes,Contains hemp and binders,1.8350287603843956,101,78.74613673657831,High,Switch to stainless steel components
Milk Carton,Food,Aluminum,Yes,Contains bamboo and binders,8.718679257573246,216,60.50743533618335,Medium,Promote closed-loop aluminum recycling
Toothbrush,Daily-use,Plastic,No,Contains bamboo and eco resin,5.967814327100814,192,25.480076042704123,Low,Use bioplastic or glass packaging
Shampoo,Cosmetics,Fabric,Yes,Contains steel and binders,2.300228693094671,123,77.14277583896023,High,Use organic cotton or hemp fabrics
Smartphone,Electronics,Bioplastic,Yes,Contains recycled wood and minor additives,1.257576483062144,59,88.09230770782453,High,Adopt bioplastic materials
LED TV,Electronics,Metal,Yes,Contains recycled wood and minor additives,2.421982437209944,90,83.47450044848148,High,Switch to stainless steel components
Candle,Daily-use,Rubber,No,Contains steel and colorants,4.248888020805468,155,31.85599351988597,Low,Replace with natural rubber
Toothbrush,Daily-use,Plastic,No,Contains organic cotton and starch base,6.201002182818657,175,23.062927220029582,Low,Use bioplastic or glass packaging
Toothbrush,Daily-use,Bioplastic,Yes,Contains steel and starch base,0.5359980589605734,61,88.39295176304044,High,Adopt bioplastic materials
Yogurt Cup,Food,Rubber,No,Contains steel and adhesives,3.920212413110889,144,32.97852835489873,Low,Replace with natural rubber
Candle,Daily-use,Metal,Yes,Contains glass and minor additives,2.161788098799529,93,80.38077837626894,High,Switch to stainless steel components
Milk Carton,Food,Aluminum,Yes,Contains steel and adhesives,9.354707266826637,202,60.85017943350614,Medium,Promote closed-loop aluminum recycling
Oatmeal,Food,Aluminum,Yes,Contains steel and adhesives,9.295657273376394,182,58.44862269829228,Medium,Promote closed-loop aluminum recycling
Body Lotion,Cosmetics,Paper,Yes,Contains bamboo and adhesives,0.7263997209938414,47,93.34501659705798,High,Use recycled paper packaging
LED TV,Electronics,Bioplastic,Yes,Contains aluminium and starch base,1.366739140404576,65,92.08599521322222,High,Adopt bioplastic materials
Towel,Daily-use,Aluminum,Yes,Contains bamboo and minor additives,9.34530940624719,215,60.226738629524775,Medium,Promote closed-loop aluminum recycling
Soap,Cosmetics,Paper,Yes,Contains aluminium and colorants,1.055957143738476,53,87.70822167831979,High,Use recycled paper packaging
Table,Furniture,Recyclable Paper Wrap,Yes,Contains recycled wood and binders,3.348676677999908,90,84.55834939733107,High,Use reclaimed wood table
Nail Polish,Cosmetics,Rubber,No,Contains glass and adhesives,4.258664121464387,138,34.4806340879388,Low,Replace with natural rubber
Tablet,Electronics,Fabric,Yes,Contains aluminium and minor additives,2.045519273859928,109,75.98957110811577,High,Use organic cotton or hemp fabrics
Juice Bottle,Food,Fabric,Yes,Contains bioplastic and binders,2.674310975427896,110,77.0281590061105,High,Use organic cotton or hemp fabrics
Bed Frame,Furniture,Paper Wrap,Yes,Contains aluminium and colorants,3.906906055720498,108,76.2719020855462,Medium,Use bamboo-based bed
Notebook,Daily-use,Glass,Yes,Contains steel and eco resin,1.5583476217421968,65,88.86125016264528,High,Encourage glass refill systems
Chips,Food,Metal,Yes,Contains hemp and adhesives,1.6595739230771025,104,78.0035388161204,High,Switch to stainless steel components
Laptop,Electronics,Aluminum,Yes,Contains organic cotton and starch base,8.711774886280436,203,61.05784014030553,Medium,Promote closed-loop aluminum recycling
Cereal Box,Food,Plastic,No,Contains organic cotton and adhesives,6.390392335791628,170,27.9184437385272,Low,Use bioplastic or glass packaging
Cereal Box,Food,Glass,Yes,Contains glass and eco resin,1.6902238556054692,57,86.6970537147095,High,Encourage glass refill systems
Smartphone,Electronics,Paper,Yes,Contains bamboo and eco resin,1.0954704025548567,52,90.33894419006576,High,Use recycled paper packaging
Detergent,Daily-use,Plastic,No,Contains steel and binders,6.455136632236814,167,25.357578973249183,Low,Use bioplastic or glass packaging
LED TV,Electronics,Bamboo,Yes,Contains hemp and colorants,0.4587162806675754,30,95.49915191941233,High,Use bamboo-based sustainable design
Toothbrush,Daily-use,Aluminum,Yes,Contains aluminium and starch base,8.757680024639512,214,55.679559719564025,Medium,Promote closed-loop aluminum recycling
Bed Frame,Furniture,Paper Wrap,Yes,Contains bamboo and colorants,3.599866312513857,109,73.04038678331014,Medium,Use bamboo-based bed
Pen,Daily-use,Glass,Yes,Contains bamboo and starch base,1.3679908733429815,55,87.2567805004062,High,Encourage glass refill systems
Smartwatch,Electronics,Fabric,Yes,Contains aluminium and colorants,2.7990540721947093,117,79.72882095743647,High,Use organic cotton or hemp fabrics
Headphones,Electronics,Fabric,Yes,Contains recycled wood and colorants,2.8694770377560985,113,76.5757488617359,High,Use organic cotton or hemp fabrics
Shampoo,Cosmetics,Glass,Yes,Contains steel and eco resin,1.2582773592060268,54,86.97481311669897,High,Encourage glass refill systems
Table,Furniture,Recyclable Paper Wrap,Yes,Contains bamboo and adhesives,3.4907667808493583,92,84.65206428118353,High,Use reclaimed wood table
Tablet,Electronics,Rubber,No,Contains recycled wood and binders,4.254380595274548,148,35.251813455903864,Low,Replace with natural rubber
Cereal Box,Food,Glass,Yes,Contains steel and starch base,1.0554228475400784,56,86.71485996809322,High,Encourage glass refill systems
Cereal Box,Food,Rubber,No,Contains hemp and minor additives,3.609018951882594,158,35.07181239136497,Low,Replace with natural rubber
Yogurt Cup,Food,Rubber,No,Contains recycled wood and colorants,4.4247553933626085,150,33.69135309943377,Low,Replace with natural rubber
LED TV,Electronics,Fabric,Yes,Contains bioplastic and binders,2.7386267856053514,126,80.79419173774585,High,Use organic cotton or hemp fabrics
LED TV,Electronics,Bioplastic,Yes,Contains bioplastic and adhesives,0.6170938054939451,55,91.16490325168958,High,Adopt bioplastic materials
Moisturizer,Cosmetics,Aluminum,Yes,Contains hemp and eco resin,8.569388339674779,190,59.9229322781157,Medium,Promote closed-loop aluminum recycling
Juice Bottle,Food,Plastic,No,Contains recycled wood and colorants,5.820099998181388,176,27.274438166063234,Low,Use bioplastic or glass packaging
LED TV,Electronics,Aluminum,Yes,Contains bioplastic and binders,8.88129197082593,187,58.30985638202644,Medium,Promote closed-loop aluminum recycling
Smartphone,Electronics,Bamboo,Yes,Contains organic cotton and minor additives,0.0143210181679211,29,97.2186918393214,High,Use bamboo-based sustainable design
Toothbrush,Daily-use,Fabric,Yes,Contains hemp and minor additives,2.592644656111198,130,79.70951693574995,High,Use organic cotton or hemp fabrics
Milk Carton,Food,Bioplastic,Yes,Contains recycled wood and eco resin,0.5778820850125225,59,90.28385977710388,High,Adopt bioplastic materials
Table,Furniture,Recyclable Paper Wrap,Yes,Contains recycled wood and colorants,3.377667327088594,101,85.58704879067865,High,Use reclaimed wood table
Lipstick,Cosmetics,Aluminum,Yes,Contains steel and eco resin,9.101313824807807,205,55.705014279386056,Medium,Promote closed-loop aluminum recycling
Soap,Cosmetics,Rubber,No,Contains hemp and eco resin,4.016882080878999,151,31.287798812964365,Low,Replace with natural rubber
Smartwatch,Electronics,Fabric,Yes,Contains bamboo and adhesives,2.4365012568710784,122,78.29654306307111,High,Use organic cotton or hemp fabrics
Face Cream,Cosmetics,Aluminum,Yes,Contains organic cotton and eco resin,9.255718857989043,202,56.53504624890442,Medium,Promote closed-loop aluminum recycling
Milk Carton,Food,Bioplastic,Yes,Contains aluminium and binders,1.3229292829254218,64,86.9374256296836,High,Adopt bioplastic materials
Table,Furniture,Recyclable Paper Wrap,Yes,Contains glass and starch base,3.446426129760581,96,83.09247590369178,High,Use reclaimed wood table
Juice Bottle,Food,Fabric,Yes,Contains bioplastic and adhesives,2.266111165957511,123,79.67442688827957,High,Use organic cotton or hemp fabrics
Sofa,Furniture,Plastic Film,No,Contains aluminium and minor additives,4.938602109543088,203,46.94705384709919,Low,Use organic fabric sofa
Toothbrush,Daily-use,Rubber,No,Contains steel and eco resin,3.512558939898509,136,36.23347416564204,Low,Replace with natural rubber
Shampoo,Cosmetics,Metal,Yes,Contains bamboo and starch base,1.9639485692738907,107,83.12064738455257,High,Switch to stainless steel components
Chips,Food,Paper,Yes,Contains aluminium and starch base,1.165169006371895,51,87.95761387003414,High,Use recycled paper packaging
Water Bottle,Daily-use,Glass,Yes,Contains recycled wood and binders,1.649324819655659,61,90.52326079620232,High,Encourage glass refill systems
Wooden Chair,Furniture,Cardboard,Yes,Contains glass and binders,2.348248049537909,76,79.41631369345912,Medium,Use bamboo-based chair
Soap,Cosmetics,Aluminum,Yes,Contains organic cotton and binders,9.252019398440492,194,61.36338335684176,Medium,Promote closed-loop aluminum recycling
