Name,Category  , Packaging ,Recyclability ,Components Used,Carbon_Footprints,Water_Usage_Liters,Sustainability_Score,Sustainability_Level ,Sustainable_Alternative
Hammock stand, Furniture, Metal, Yes, Steel Tubes Screws Hooks,52,42,66, Medium, Bamboo frame stand
Shoe cabinet, Furniture, Wood, Yes, Wood Hinges Shelves Screws,40,32,70, High, Bamboo shoe cabinet
Laundry hamper, Furniture, Fabric, Yes, Cotton Frame Stitching Handles,30,25,68, Medium, Jute hamper
Coat rack, Furniture, Wood, Yes, Wood Screws Hooks Base,32,28,70, High, Bamboo coat rack
Room divider, Furniture, Wood, Yes, Wood Hinges Panels Screws,45,38,70, High, Bamboo room divider
Mirror cabinet, Furniture, Glass, Yes, Wood Mirror Hinges Screws,50,40,65, Medium, Recycled glass mirror cabinet
Chair, Furniture, Plastic, No, Plastic,70,55,45, Low, Wooden chair
Table, Furniture, Plastic, No, Plastic,75,60,40, Low, Bamboo table
Sofa, Furniture, Fabric, Yes, Wood foam fabric,65,75,55, Medium, Recycled fabric sofa
Coffee table, Furniture, Glass, Yes, Wood glass,55,45,65, Medium, Bamboo coffee table
Dining table, Furniture, Wood, Yes, Wood,45,40,70, High, Recycled wood table
Bookshelf, Furniture, Wood, Yes, Wood,40,35,75, High, Reclaimed wood shelf
Wardrobe, Furniture, Wood, Yes, Wood,50,45,65, Medium, Bamboo wardrobe
Bed, Furniture, Wood, Yes, Wood,55,50,65, Medium, Recycled wood bed
Mattress, Furniture, Fabric, Yes, Foam cotton,70,80,45, Low, Organic cotton mattress
Pillow, Furniture, Fabric, Yes, Cotton fiber,45,55,65, Medium, Organic cotton pillow
Blanket, Furniture, Fabric, Yes, Wool cotton,50,60,60, Medium, Recycled fiber blanket
Curtains, Furniture, Fabric, Yes, Polyester,55,65,55, Medium, Cotton curtains
Cushion, Furniture, Fabric, Yes, Foam fabric,50,55,60, Medium, Recycled cotton cushion
Study desk, Furniture, Wood, Yes, Wood,45,40,70, High, Bamboo desk
Office chair, Furniture, Metal, Yes, Steel foam fabric,60,50,55, Medium, Recycled steel chair
Stool, Furniture, Plastic, No, Plastic,65,50,45, Low, Wooden stool
Bench, Furniture, Wood, Yes, Wood,40,35,75, High, Recycled wood bench
TV stand, Furniture, Plastic, No, Plastic,70,55,45, Low, Bamboo TV stand
Shoe rack, Furniture, Plastic, No, Plastic,65,45,50, Low, Metal rack
Cabinet, Furniture, Wood, Yes, Wood,50,45,65, Medium, Reclaimed wood cabinet
Drawer unit, Furniture, Wood, Yes, Wood,55,50,60, Medium, Bamboo drawer unit
Mirror frame, Furniture, Plastic, No, Plastic glass,60,50,50, Low, Wooden frame
Wall shelf, Furniture, Wood, Yes, Wood,45,35,70, High, Recycled wood shelf
Side table, Furniture, Wood, Yes, Wood,50,40,68, Medium, Bamboo side table
Bean bag, Furniture, Fabric, No, Polyester foam,75,65,40, Low, Organic cotton bean bag
Recliner, Furniture, Fabric, Yes, Metal foam fabric,70,80,45, Low, Recycled metal recliner
Bedside lamp, Furniture, Plastic, No, Plastic metal,65,50,50, Low, Bamboo lamp
Dining chair, Furniture, Wood, Yes, Wood,45,40,68, Medium, Bamboo dining chair
Kitchen rack, Furniture, Metal, Yes, Steel,55,45,60, Medium, Recycled steel rack
Study lamp, Furniture, Plastic, No, Plastic metal,60,50,50, Low, Solar study lamp
Wall clock, Furniture, Plastic, No, Plastic metal,55,45,55, Medium, Wooden wall clock
Mirror wardrobe, Furniture, Glass, Yes, Glass wood,65,60,55, Medium, Recycled glass wardrobe
Dressing table, Furniture, Wood, Yes, Wood glass,50,45,65, Medium, Recycled wood table
Baby crib, Furniture, Wood, Yes, Wood,40,35,75, High, Bamboo crib
Rocking chair, Furniture, Wood, Yes, Wood,45,40,70, High, Bamboo rocking chair
Books rack, Furniture, Wood, Yes, Wood,40,35,75, High, Reclaimed wood rack
Patio chair, Furniture, Metal, Yes, Aluminum,55,45,60, Medium, Recycled aluminum chair
Outdoor table, Furniture, Plastic, No, Plastic,65,50,45, Low, Bamboo outdoor table
Work desk, Furniture, Metal, Yes, Steel,55,45,60, Medium, Recycled steel desk
Dishwashing liquid, Daily Use, Plastic, No, Chemicals,70,60,42, Low, Refill pouch version
Scrub pad, Daily Use, Plastic, No, Synthetic fiber,55,40,50, Low, Coconut coir scrub
Steel wool, Daily Use, Metal, Yes, Steel,35,25,65, Medium, Recycled steel wool
Floor cleaner, Daily Use, Plastic, No, Chemicals,75,65,38, Low, Bio-based cleaner
Toilet cleaner, Daily Use, Plastic, No, Chemicals,80,70,35, Low, Eco-toilet cleaner
Glass cleaner, Daily Use, Plastic, No, Chemicals,65,50,45, Low, Vinegar-based spray
Surface disinfectant, Daily Use, Plastic, No, Chemicals,70,60,40, Low, Herbal disinfectant
Laundry detergent, Daily Use, Plastic, No, Chemicals,75,80,42, Low, Eco detergent powder
Fabric softener, Daily Use, Plastic, No, Chemicals,70,75,40, Low, Natural softener
Stain remover, Daily Use, Plastic, No, Chemicals,72,65,38, Low, Lemon-based remover
Bleach, Daily Use, Plastic, No, Chemicals,85,80,30, Low, Hydrogen peroxide cleaner
Mop, Daily Use, Plastic, No, Metal,55,45,50, Low, Bamboo mop
Broom, Daily Use, Plastic, No, Fiber,45,35,60, Medium, Coconut broom
Dustpan, Daily Use, Plastic, No, Plastic,50,40,45, Low, Metal dustpan
Bucket, Daily Use, Plastic, No, Plastic,55,45,48, Low, Metal bucket
Toilet brush, Daily Use, Plastic, No, Plastic,58,40,44, Low, Bamboo handle brush
Garbage bags, Daily Use, Plastic, No, Plastic,90,85,25, Low, Compostable garbage bag
Air freshener, Daily Use, Plastic, No, Chemicals,80,70,35, Low, Natural oil diffuser
Room spray, Daily Use, Plastic, No, Chemicals,75,65,38, Low, Herbal spray
Cleaning gloves, Daily Use, Rubber, Yes, Rubber,50,40,55, Medium, Biodegradable gloves
,,,,,,,,,
Cooking oil, Daily Use, Plastic, No, Oil,65,55,45, Low, Glass bottle oil
Spices (turmeric  chili powder etc),Daily Use,Plastic,No,Spices,48,42,65,Medium, Glass jar spices
Instant noodles, Daily Use, Plastic, No, Wheat,55,45,50, Low, Paper cup noodles
Packaged snacks, Daily Use, Plastic, No, Corn/Potato,70,65,40, Low, Paper pouch snacks
Bottled water, Daily Use, Plastic, No, Plastic,85,90,25, Low, Reusable bottle
Tiffin box, Daily Use, Plastic, No, Plastic,45,35,60, Medium, Stainless steel tiffin
Water bottle, Daily Use, Plastic, No, Plastic,55,45,55, Medium, Metal bottle
Lunch bag, Daily Use, Fabric, Yes, Polyester,35,28,65, Medium, Cotton lunch bag
Cling film, Daily Use, Plastic, No, Plastic,75,70,30, Low, Beeswax wrap
Aluminum foil, Daily Use, Aluminum, Yes, Metal,60,40,65, Medium, Recycled foil
Ziplock bags, Daily Use, Plastic, No, Plastic,80,70,35, Low, Silicone zip bag
Paper towels, Daily Use, Paper, Yes, Paper,45,50,70, High, Recycled paper towel
Napkins, Daily Use, Paper, Yes, Paper,40,45,70, High, Cloth napkin
Tissue box, Daily Use, Paper, Yes, Paper,48,52,68, Medium, Recycled paper tissue
,,,,,,,,,
Pen, Daily Use, Plastic, No, Plastic,55,40,50, Low, Refillable metal pen
Pencil, Daily Use, Wood, Yes, Graphite,35,25,72, High, Recycled pencil
Eraser, Daily Use, Rubber, Yes, Rubber,40,30,68, Medium, Biodegradable eraser
Sharpener, Daily Use, Plastic, No, Metal,45,35,55, Medium, Metal sharpener
Notebook, Daily Use, Paper, Yes, Paper,40,35,68, Medium, Recycled paper notebook
Diary, Daily Use, Paper, Yes, Paper,42,38,70, High, Eco diary
Sticky notes, Daily Use, Paper, Yes, Paper,38,35,68, Medium, Recycled sticky notes
Highlighter, Daily Use, Plastic, No, Ink,55,40,50, Low, Refillable highlighter
Marker, Daily Use, Plastic, No, Ink,60,45,45, Low, Refillable marker
Whiteboard, Daily Use, Plastic, No, Board,50,40,55, Medium, Recycled board
Whiteboard marker, Daily Use, Plastic, No, Ink,60,45,45, Low, Refillable marker
Stapler, Daily Use, Metal, Yes, Steel,35,28,68, Medium, Recycled metal stapler
Staples, Daily Use, Metal, Yes, Steel,30,25,70, High, Recycled staples
Paper clips, Daily Use, Metal, Yes, Steel,25,20,74, High, Recycled clips
Rubber bands, Daily Use, Rubber, Yes, Rubber,30,25,70, High, Biodegradable bands
Scissors, Daily Use, Metal, Yes, Steel,38,30,65, Medium, Recycled steel scissors
Tape, Daily Use, Plastic, No, Adhesive,60,50,45, Low, Paper tape
Glue stick, Daily Use, Plastic, No, Adhesive,65,55,42, Low, Eco glue stick
Envelopes, Daily Use, Paper, Yes, Paper,35,30,70, High, Recycled paper envelopes
File folders, Daily Use, Plastic, No, Plastic,55,40,50, Low, Paper file folder
Refrigerator, Appliances, Metal, Yes, Steel plastic,80,70,45, Low, Energy-efficient refrigerator
Washing machine, Appliances, Metal, Yes, Steel plastic,85,75,42, Low, Low-water washing machine
Microwave oven, Appliances, Metal, Yes, Steel glass plastic,70,60,55, Medium, Solar-powered microwave
Air conditioner, Appliances, Metal, Yes, Steel aluminum plastic,90,85,35, Low, Inverter air conditioner
Ceiling fan, Appliances, Metal, Yes, Aluminum copper,65,55,60, Medium, Energy-efficient fan
Table fan, Appliances, Plastic, No, Plastic metal,60,50,55, Medium, Bamboo fan
Air purifier, Appliances, Plastic, No, Plastic filter motor,75,70,40, Low, HEPA filter air purifier
Vacuum cleaner, Appliances, Plastic, No, Plastic motor metal,70,65,45, Low, Bagless vacuum cleaner
Water purifier, Appliances, Plastic, No, Plastic filter,75,65,45, Low, Gravity water filter
Mixer grinder, Appliances, Metal, Yes, Steel plastic,70,60,55, Medium, Manual grinder
Juicer, Appliances, Plastic, No, Plastic metal,65,55,50, Low, Hand juicer
Toaster, Appliances, Metal, Yes, Steel,60,50,55, Medium, Energy-efficient toaster
Electric kettle, Appliances, Metal, Yes, Steel plastic,65,55,50, Low, Solar-powered kettle
Induction stove, Appliances, Plastic, No, Plastic metal,70,65,45, Low, Energy-efficient induction
Rice cooker, Appliances, Plastic, No, Plastic metal,75,70,42, Low, Eco rice cooker
Dishwasher, Appliances, Metal, Yes, Steel plastic,80,75,40, Low, Water-saving dishwasher
Oven, Appliances, Metal, Yes, Steel glass,70,65,45, Low, Solar oven
Iron box, Appliances, Metal, Yes, Steel plastic,65,55,55, Medium, Steam-efficient iron
Hair dryer, Appliances, Plastic, No, Plastic metal,60,50,50, Low, Energy-saving dryer
Hair straightener, Appliances, Plastic, No, Plastic ceramic,65,55,50, Low, Low-energy straightener
Geyser, Appliances, Metal, Yes, Steel plastic,80,70,45, Low, Solar water heater
Heater, Appliances, Metal, Yes, Steel aluminum,75,65,48, Low, Infrared heater
Blender, Appliances, Plastic, No, Plastic metal,65,55,50, Low, Manual blender
Grill, Appliances, Metal, Yes, Steel,70,60,55, Medium, Charcoal-free grill
Sandwich maker, Appliances, Plastic, No, Plastic metal,65,55,50, Low, Non-electric sandwich press
Electric cooker, Appliances, Metal, Yes, Steel plastic,70,65,50, Low, Solar cooker
Electric tandoor, Appliances, Metal, Yes, Steel,75,65,48, Low, Eco tandoor
Exhaust fan, Appliances, Metal, Yes, Aluminum plastic,65,55,55, Medium, Energy-efficient exhaust
Cooler, Appliances, Plastic, No, Plastic metal,75,70,40, Low, Water-efficient cooler
Humidifier, Appliances, Plastic, No, Plastic metal,70,65,45, Low, Ultrasonic humidifier
Dehumidifier, Appliances, Plastic, No, Plastic metal,70,65,45, Low, Energy-efficient dehumidifier
Electric chimney, Appliances, Metal, Yes, Steel aluminum,75,65,48, Low, Filterless chimney
Room heater, Appliances, Metal, Yes, Steel plastic,70,65,50, Low, Ceramic heater
Refrigerated cooler, Appliances, Metal, Yes, Steel plastic,85,75,40, Low, Inverter cooler
Water heater, Appliances, Metal, Yes, Steel,80,70,45, Low, Solar water heater
Steam cleaner, Appliances, Plastic, No, Plastic metal,70,65,45, Low, Eco steam cleaner
Food processor, Appliances, Plastic, No, Plastic metal,75,70,42, Low, Manual food processor
Coffee maker, Appliances, Plastic, No, Plastic metal,65,55,50, Low, Manual coffee press
Electric whisk, Appliances, Plastic, No, Plastic metal,60,50,52, Low, Hand whisk
Hand blender, Appliances, Plastic, No, Plastic metal,65,55,50, Low, Manual blender
Electric stove, Appliances, Metal, Yes, Steel plastic,75,65,48, Low, Induction stove
Portable fan, Appliances, Plastic, No, Plastic metal,60,50,50, Low, Rechargeable fan
Smart plug, Appliances, Plastic, No, Plastic metal,55,45,55, Medium, Energy-monitoring plug
Smart bulb, Appliances, Plastic, No, Plastic glass,55,45,55, Medium, LED smart bulb
Robot vacuum, Appliances, Plastic, No, Plastic metal,80,70,42, Low, Rechargeable vacuum robot
Electric massager, Appliances, Plastic, No, Plastic metal,70,60,45, Low, Manual massager
Hand dryer, Appliances, Metal, Yes, Steel plastic,70,60,50, Low, Low-energy hand dryer
Floor mop refill,Daily Use,Plastic,No,Plastic microfiber,70,60,45,Low,Bamboo mop refill
Toilet rim block,Daily Use,Plastic,No,Plastic chemical gel,75,65,40,Low,Organic toilet cleaner
Drain cleaner,Daily Use,Plastic,No,Plastic chemical,80,70,35,Low,Enzyme-based drain cleaner
Limescale remover,Daily Use,Plastic,No,Plastic chemical,75,65,40,Low,Vinegar-based cleaner
Furniture polish,Daily Use,Plastic,No,Plastic wax chemical,70,60,45,Low,Plant-based polish
Carpet cleaner,Daily Use,Plastic,No,Plastic detergent chemical,75,65,42,Low,Organic carpet cleaner
Air purifier filter,Daily Use,Plastic,No,Plastic fiber carbon,70,65,50,Low,Washable HEPA filter
Dish rack,Daily Use,Metal,Yes,Steel plastic,65,55,60,Medium,Bamboo dish rack
Sink strainer,Daily Use,Metal,Yes,Steel plastic,60,50,55,Medium,Stainless steel strainer
Sponge wipes,Daily Use,Plastic,No,Plastic cellulose fiber,70,60,45,Low,Biodegradable sponge
Microfiber cloth,Daily Use,Fabric,No,Polyester nylon,65,55,50,Low,Organic cotton cloth
Window squeegee,Daily Use,Plastic,No,Plastic rubber,60,50,55,Medium,Bamboo handle squeegee
Ironing board cover,Daily Use,Fabric,No,Cotton foam,55,45,65,Medium,Organic cotton cover
Laundry basket,Daily Use,Plastic,No,Plastic metal,70,60,45,Low,Bamboo laundry basket
Cloth pegs,Daily Use,Plastic,No,Plastic spring,60,50,55,Medium,Wooden pegs
Clothesline rope,Daily Use,Plastic,No,Nylon polyester,65,55,50,Low,Cotton rope
Shoe polish,Daily Use,Plastic,No,Plastic wax chemical,70,60,45,Low,Beeswax shoe polish
Shoe brush,Daily Use,Wood,Yes,Wood bristles,55,45,65,Medium,Bamboo shoe brush
Shoe deodorizer,Daily Use,Plastic,No,Plastic gel,65,55,50,Low,Charcoal shoe deodorizer
Insect repellent spray,Daily Use,Plastic,No,Plastic aerosol chemical,75,65,40,Low,Natural oil spray
Spice rack,Daily Use,Wood,Yes,Wood metal,55,45,70,High,Bamboo spice rack
Oil dispenser,Daily Use,Glass,Yes,Glass metal,60,50,60,Medium,Steel oil dispenser
Vinegar bottle,Daily Use,Glass,Yes,Glass metal,55,45,70,High,Reusable glass bottle
Mustard paste,Daily Use,Plastic,No,Plastic condiment,70,60,45,Low,Glass jar mustard paste
Cooking spray,Daily Use,Metal,Yes,Aluminum chemical,75,65,42,Low,Refillable spray bottle
Baking soda,Daily Use,Paper,Yes,Paper powder,50,40,75,High,Same
Baking powder,Daily Use,Paper,Yes,Paper powder,55,45,70,High,Same
Yeast sachets,Daily Use,Paper,Yes,Paper yeast,50,40,75,High,Same
Vanilla essence,Daily Use,Glass,Yes,Glass liquid,55,45,70,High,Natural vanilla extract
Cocoa powder,Daily Use,Paper,Yes,Paper powder,50,40,75,High,Organic cocoa powder
Corn flour,Daily Use,Paper,Yes,Paper powder,55,45,70,High,Same
Custard powder,Daily Use,Paper,Yes,Paper powder,55,45,70,High,Same
Gelatin,Daily Use,Plastic,No,Plastic powder,65,55,50,Low,Vegan agar powder
Instant soup mix,Daily Use,Plastic,No,Plastic powder,70,60,45,Low,Paper sachet soup mix
Salad dressing,Daily Use,Plastic,No,Plastic glass,70,60,45,Low,Glass bottle dressing
Croutons,Daily Use,Plastic,No,Plastic bread,65,55,50,Low,Paper packed croutons
Bread crumbs,Daily Use,Plastic,No,Plastic bread,65,55,50,Low,Paper packed crumbs
Canned tuna,Daily Use,Metal,Yes,Tin fish,70,60,45,Low,Glass jar tuna
Canned chickpeas,Daily Use,Metal,Yes,Tin beans,65,55,55,Medium,Glass jar chickpeas
Packaged tofu,Daily Use,Plastic,No,Plastic soy,70,60,45,Low,Compostable pack tofu
Packaged curd,Daily Use,Plastic,No,Plastic dairy,70,60,45,Low,Glass jar curd
Flavored yogurt,Daily Use,Plastic,No,Plastic dairy,70,60,45,Low,Glass jar yogurt
Cheese spread,Daily Use,Plastic,No,Plastic dairy,70,60,45,Low,Glass jar cheese spread
Butter cubes,Daily Use,Paper,Yes,Paper dairy,55,45,70,High,Same
Paneer cubes,Daily Use,Plastic,No,Plastic dairy,70,60,45,Low,Compostable paneer pack
Frozen samosas,Daily Use,Plastic,No,Plastic pastry,75,65,42,Low,Paper packed samosas
Frozen idlis,Daily Use,Plastic,No,Plastic rice,70,60,45,Low,Paper packed idlis
Frozen rotis,Daily Use,Plastic,No,Plastic wheat,70,60,45,Low,Paper packed rotis
Frozen burger patties,Daily Use,Plastic,No,Plastic meat,75,65,42,Low,Paper packed patties
Frozen sausages,Daily Use,Plastic,No,Plastic meat,75,65,42,Low,Compostable sausage pack
Ice cubes tray,Daily Use,Plastic,No,Plastic rubber,65,55,50,Low,Silicone tray
Ice packs,Daily Use,Plastic,No,Plastic gel,70,60,45,Low,Reusable gel pack
Gel coolers,Daily Use,Plastic,No,Plastic gel,70,60,45,Low,Reusable cooler gel
Refrigerator deodorizer,Daily Use,Plastic,No,Plastic charcoal,65,55,55,Medium,Charcoal deodorizer
Freezer bags,Daily Use,Plastic,No,Plastic,75,65,42,Low,Reusable silicone bags
Ice cream cones,Daily Use,Paper,Yes,Paper wafer,50,40,75,High,Same
Popsicles,Daily Use,Plastic,No,Plastic stick,70,60,45,Low,Paper packed popsicles
Frozen fruit pulp,Daily Use,Plastic,No,Plastic fruit,70,60,45,Low,Compostable pulp pack
Frozen spinach,Daily Use,Plastic,No,Plastic vegetable,70,60,45,Low,Compostable pack spinach
Frozen mixed berries,Daily Use,Plastic,No,Plastic fruit,70,60,45,Low,Compostable pack berries
Travel-size shampoo,Daily Use,Plastic,No,Plastic liquid,70,60,45,Low,Refill pouch shampoo
Travel-size toothpaste,Daily Use,Plastic,No,Plastic paste,70,60,45,Low,Toothpaste tablets
Travel pouch,Daily Use,Fabric,No,Polyester zipper,60,50,55,Medium,Organic cotton pouch
Neck pillow,Daily Use,Fabric,No,Foam cotton,65,55,50,Low,Organic cotton pillow
Eye mask,Daily Use,Fabric,No,Cotton elastic,60,50,55,Medium,Organic cotton mask
Earplugs,Daily Use,Plastic,No,Plastic foam,65,55,50,Low,Silicone earplugs
Luggage tag,Daily Use,Plastic,No,Plastic metal,60,50,55,Medium,Recycled leather tag
TSA lock,Daily Use,Metal,Yes,Steel,65,55,55,Medium,Recycled metal lock
Mini sewing kit,Daily Use,Plastic,No,Plastic metal,60,50,55,Medium,Paper packed sewing kit
Safety pins,Daily Use,Metal,Yes,Steel,55,45,65,Medium,Recycled steel pins
Band-aids,Daily Use,Plastic,No,Plastic cotton,65,55,50,Low,Biodegradable bandages
First aid kit,Daily Use,Plastic,No,Plastic metal,70,60,45,Low,Paper packed first aid kit
Mosquito patch,Daily Use,Plastic,No,Plastic chemical,70,60,45,Low,Natural mosquito patch
Hand warmers,Daily Use,Plastic,No,Plastic chemical,75,65,42,Low,Reusable hand warmers
Rain poncho,Daily Use,Plastic,No,Plastic,75,65,42,Low,Biodegradable poncho
Umbrella,Daily Use,Metal,Yes,Steel fabric,65,55,55,Medium,Bamboo handle umbrella
Shoe bag,Daily Use,Fabric,No,Polyester,60,50,55,Medium,Cotton shoe bag
Reusable shopping bag,Daily Use,Fabric,Yes,Cotton,55,45,70,High,Jute bag
Foldable water bottle,Daily Use,Plastic,No,Plastic silicone,70,60,45,Low,Stainless steel bottle
Portable fan,Daily Use,Plastic,No,Plastic metal,70,60,45,Low,Rechargeable fan
Instant khichdi mix,Food,Plastic,No,Plastic rice lentils spices,70,60,45,Low,Paper packed khichdi mix
Packaged miso soup,Food,Plastic,No,Plastic soy paste seaweed,70,60,45,Low,Paper packed miso soup
Flavored couscous,Food,Plastic,No,Plastic wheat spices,65,55,55,Medium,Paper packed couscous
Ready-to-eat dal tadka,Food,Plastic,No,Plastic lentils spices oil,75,65,42,Low,Compostable dal pack
Packaged sushi rolls,Food,Plastic,No,Plastic rice seaweed filling,75,65,40,Low,Compostable sushi pack
Packaged falafel mix,Food,Plastic,No,Plastic chickpeas spices,70,60,45,Low,Paper packed falafel mix
Packaged rice noodles,Food,Plastic,No,Plastic rice flour,70,60,45,Low,Paper packed noodles
Packaged millet dosa batter,Food,Plastic,No,Plastic millet water,75,65,40,Low,Compostable dosa batter pack
Packaged sprouted moong salad,Food,Plastic,No,Plastic moong vegetables,70,60,45,Low,Compostable salad pack
Packaged vegetable broth,Food,Plastic,No,Plastic vegetables salt,70,60,45,Low,Glass jar vegetable broth
Packaged chicken broth,Food,Plastic,No,Plastic chicken salt,75,65,42,Low,Glass jar chicken broth
Packaged tomato soup,Food,Plastic,No,Plastic tomato spices,70,60,45,Low,Paper packed tomato soup
Packaged protein smoothies,Food,Plastic,No,Plastic fruit protein,70,60,45,Low,Glass bottle smoothie
Packaged almond butter,Food,Plastic,No,Plastic almonds oil,70,60,45,Low,Glass jar almond butter
Packaged ghee rice,Food,Plastic,No,Plastic rice ghee,75,65,40,Low,Compostable ghee rice pack
Packaged sabudana khichdi,Food,Plastic,No,Plastic sabudana spices,70,60,45,Low,Paper packed sabudana khichdi
Packaged rajgira laddoo,Food,Plastic,No,Plastic rajgira jaggery,70,60,45,Low,Paper packed laddoo
Packaged energy laddoos,Food,Plastic,No,Plastic dryfruits jaggery,70,60,45,Low,Paper packed energy laddoo
Packaged fruit & nut bars,Food,Plastic,No,Plastic nuts fruits,70,60,45,Low,Paper packed fruit nut bars
Packaged vegan jerky,Food,Plastic,No,Plastic soy flavoring,70,60,45,Low,Compostable vegan jerky pack
