Name,Category,Packaging,Recyclability,Components Used,Carbon_Footprints,Water_Usage_Liters,Sustainability_Score,Sustainability_Level,Sustainable_Alternative
Smartphone,Electronics,Rigid cardboard box,Yes,Contains aluminium and binders,2.30154474873312,122,88.254,High,Use eco-friendly packaging alternatives made from renewable materials.
Smartphone,Electronics,Rigid cardboard box,Yes,Contains bioplastic and eco resin,1.950163995064683,98,89.715,High,Switch to recycled metal containers with minimal processing waste.
Wooden Chair,Furniture,Corrugated cardboard,Yes,Contains aluminium and eco resin,2.120421736343369,75,92.822,High,Adopt FSC-certified cardboard packaging made from renewable sources.
Tablet,Electronics,Rigid cardboard box,Yes,Contains recycled wood and binders,2.181411989901851,90,91.64,High,Switch to recycled metal containers with minimal processing waste.
Tablet,Electronics,Rigid cardboard box,No,Contains hemp and adhesives,6.319641483046024,183,28.634,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Body Lotion,Cosmetics,Plastic bottle (HDPE),Yes,Contains bioplastic and eco resin,8.982528517642763,214,45.228,Low,Replace with recycled aluminum that saves 90% of energy during production.
Smartphone,Electronics,Rigid cardboard box,Yes,Contains organic cotton and colorants,1.36144934746181,65,100,High,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Perfume,Cosmetics,Plastic bottle (HDPE),Yes,Contains hemp and binders,1.6192102868025944,105,67.481,Medium,Switch to recycled metal containers with minimal processing waste.
Headphones,Electronics,Rigid cardboard box,Yes,Contains glass and minor additives,0.4686797182757561,51,100,High,Use uncoated recycled paper with eco-friendly printing inks.
Lipstick,Cosmetics,Plastic bottle (HDPE),Yes,Contains bioplastic and eco resin,9.203388370013103,217,44.692,Low,Replace with recycled aluminum that saves 90% of energy during production.
Nail Polish,Cosmetics,Plastic bottle (HDPE),Yes,Contains steel and adhesives,2.986685004930877,111,64.726,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Wooden Chair,Furniture,Corrugated cardboard,Yes,Contains steel and adhesives,2.2506574997531765,77,92.813,High,Adopt FSC-certified cardboard packaging made from renewable sources.
Bed Frame,Furniture,Corrugated cardboard,Yes,Contains recycled wood and minor additives,3.984059609800946,131,82.888,High,Use uncoated recycled paper with eco-friendly printing inks.
Juice Bottle,Food,Laminated foil pouch,Yes,Contains steel and eco resin,8.982078165247973,187,40.069,Low,Replace with recycled aluminum that saves 90% of energy during production.
Bookshelf,Furniture,Corrugated cardboard,Yes,Contains hemp and adhesives,1.9539510465335983,63,100,High,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Air Conditioner,Electronics,Plastic bottle (HDPE),Yes,Contains bioplastic and binders,0.5944027597046455,52,77.31,High,Use uncoated recycled paper with eco-friendly printing inks.
Yogurt Cup,Food,Laminated foil pouch,Yes,Contains steel and eco resin,1.3581650245393395,54,69.363,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Soap,Cosmetics,Plastic bottle (HDPE),Yes,Contains aluminium and colorants,2.8886132027681035,127,63.209,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Yogurt Cup,Food,Laminated foil pouch,Yes,Contains organic cotton and colorants,1.7094177284239902,91,60.206,Medium,Switch to recycled metal containers with minimal processing waste.
Notebook,Daily-use,Plastic bottle (HDPE),No,Contains bioplastic and eco resin,5.7592005258962535,195,20.35,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Toothbrush,Daily-use,Rigid cardboard box,No,Contains recycled wood and minor additives,6.357813657133303,171,25.968,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Sofa,Furniture,Corrugated cardboard,No,Contains glass and eco resin,5.272688949990752,180,51.779,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Soap,Cosmetics,Plastic bottle (HDPE),No,Contains glass and adhesives,4.472763291069335,140,25.265,Low,Use eco-friendly packaging alternatives made from renewable materials.
Air Conditioner,Electronics,Plastic bottle (HDPE),No,Contains recycled wood and colorants,3.967319578963126,142,25.89,Low,Use eco-friendly packaging alternatives made from renewable materials.
Wooden Chair,Furniture,Corrugated cardboard,Yes,Contains recycled wood and colorants,2.721604819034188,87,94.502,High,Adopt FSC-certified cardboard packaging made from renewable sources.
Sofa,Furniture,Corrugated cardboard,No,Contains bioplastic and minor additives,5.475243889838707,217,51.906,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Face Cream,Cosmetics,Plastic bottle (HDPE),Yes,Contains bioplastic and binders,0.6413612164113263,54,76.748,High,Use uncoated recycled paper with eco-friendly printing inks.
Smartwatch,Electronics,Rigid cardboard box,Yes,Contains bioplastic and minor additives,1.054323693030506,49,100,High,Use uncoated recycled paper with eco-friendly printing inks.
Bed Frame,Furniture,Corrugated cardboard,Yes,Contains aluminium and adhesives,3.961264887273759,112,86.662,High,Use uncoated recycled paper with eco-friendly printing inks.
Chips,Food,Laminated foil pouch,Yes,Contains aluminium and binders,1.069637332377395,59,69.78,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Milk Carton,Food,Laminated foil pouch,Yes,Contains aluminium and minor additives,0.1604923295225852,30,70.566,Medium,Adopt bamboo-based packaging that is compostable and renewable.
Sofa,Furniture,Corrugated cardboard,No,Contains glass and binders,4.889442412987769,197,53.063,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Headphones,Electronics,Rigid cardboard box,Yes,Contains steel and binders,0.3346057689703707,47,100,High,Use uncoated recycled paper with eco-friendly printing inks.
Refrigerator,Electronics,Rigid cardboard box,Yes,Contains hemp and starch base,9.459460201657604,191,66.042,Medium,Replace with recycled aluminum that saves 90% of energy during production.
Detergent,Daily-use,Plastic bottle (HDPE),Yes,Contains aluminium and binders,2.138711868603197,129,62.064,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Candle,Daily-use,Glass,Yes,Contains recycled wood and adhesives,1.4891968755785223,55,97.895,High,Use recycled glass containers that are reusable and easily recyclable.
Smartphone,Electronics,Rigid cardboard box,No,Contains aluminium and eco resin,3.787077391627131,149,37.115,Low,Use eco-friendly packaging alternatives made from renewable materials.
Body Lotion,Cosmetics,Plastic bottle (HDPE),No,Contains glass and binders,6.1922269283315154,195,20.17,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Pasta,Food,Laminated foil pouch,Yes,Contains bioplastic and adhesives,2.847670159779782,110,57.006,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Water Bottle,Daily-use,Plastic bottle (HDPE),No,Contains steel and binders,6.310139433920638,168,22.087,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Table,Furniture,Corrugated cardboard,Yes,Contains organic cotton and eco resin,2.8785012374501724,99,95.224,High,Use uncoated recycled paper with eco-friendly printing inks.
Milk Carton,Food,Laminated foil pouch,No,Contains aluminium and eco resin,5.91634041454786,181,20.306,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Oatmeal,Food,Laminated foil pouch,Yes,Contains glass and eco resin,8.791346178945194,181,40.041,Low,Replace with recycled aluminum that saves 90% of energy during production.
Toothbrush,Daily-use,Rigid cardboard box,Yes,Contains steel and eco resin,1.5000287624594058,106,90.323,High,Switch to recycled metal containers with minimal processing waste.
Wooden Chair,Furniture,Corrugated cardboard,Yes,Contains glass and adhesives,2.5848109759989693,78,96.976,High,Adopt FSC-certified cardboard packaging made from renewable sources.
Juice Bottle,Food,Laminated foil pouch,Yes,Contains steel and starch base,1.541604357511995,91,59.707,Medium,Switch to recycled metal containers with minimal processing waste.
Pen,Daily-use,Plastic bottle (HDPE),Yes,Contains aluminium and starch base,0.8000962275815466,63,72.779,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Soap,Cosmetics,Plastic bottle (HDPE),Yes,Contains glass and minor additives,0.0827209800407023,27,76.665,High,Adopt bamboo-based packaging that is compostable and renewable.
Headphones,Electronics,Rigid cardboard box,No,Contains organic cotton and binders,5.849062362492096,169,30.816,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Juice Bottle,Food,Laminated foil pouch,Yes,Contains steel and starch base,1.323619050666117,65,65.005,Medium,Use recycled glass containers that are reusable and easily recyclable.
Pasta,Food,Laminated foil pouch,Yes,Contains bamboo and eco resin,9.464817018153534,195,41.022,Low,Replace with recycled aluminum that saves 90% of energy during production.
Lipstick,Cosmetics,Plastic bottle (HDPE),Yes,Contains steel and starch base,0.0614683537749522,32,76.887,High,Adopt bamboo-based packaging that is compostable and renewable.
Tablet,Electronics,Rigid cardboard box,Yes,Contains glass and colorants,2.487051659580829,104,91.918,High,Switch to recycled metal containers with minimal processing waste.
Pen,Daily-use,Glass,Yes,Contains steel and colorants,0.871296901540105,60,94.508,High,Use recycled glass containers that are reusable and easily recyclable.
Milk Carton,Food,Laminated foil pouch,Yes,Contains glass and eco resin,1.6230231477027828,97,60.29,Medium,Switch to recycled metal containers with minimal processing waste.
Sofa,Furniture,Corrugated cardboard,No,Contains steel and eco resin,4.970056297471322,195,51.755,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Body Lotion,Cosmetics,Plastic bottle (HDPE),Yes,Contains recycled wood and colorants,0.420254144961149,49,74.501,Medium,Use uncoated recycled paper with eco-friendly printing inks.
Cereal Box,Food,Laminated foil pouch,Yes,Contains bioplastic and colorants,1.402979849768275,55,69.665,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Smartwatch,Electronics,Rigid cardboard box,Yes,Contains recycled wood and starch base,1.2349521277248532,56,100,High,Use recycled glass containers that are reusable and easily recyclable.
Body Lotion,Cosmetics,Plastic bottle (HDPE),Yes,Contains bamboo and eco resin,0.3859049686542249,53,73.485,Medium,Use uncoated recycled paper with eco-friendly printing inks.
Moisturizer,Cosmetics,Plastic bottle (HDPE),Yes,Contains bamboo and eco resin,-0.038037512,32,81.182,High,Adopt bamboo-based packaging that is compostable and renewable.
Water Bottle,Daily-use,Plastic bottle (HDPE),No,Contains glass and starch base,5.717336836843899,169,21.642,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Bread Loaf,Food,Laminated foil pouch,Yes,Contains hemp and eco resin,0.7465715319011762,45,69.166,Medium,Use uncoated recycled paper with eco-friendly printing inks.
Notebook,Daily-use,Aluminum,Yes,Contains bioplastic and adhesives,9.28171986957328,197,51.492,Medium,Replace with recycled aluminum that saves 90% of energy during production.
Headphones,Electronics,Rigid cardboard box,Yes,Contains organic cotton and minor additives,9.3704450279288,202,65.351,Medium,Replace with recycled aluminum that saves 90% of energy during production.
Shampoo,Cosmetics,Plastic bottle (HDPE),Yes,Contains recycled wood and adhesives,2.687265667474337,109,62.107,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Milk Carton,Food,Laminated foil pouch,Yes,Contains glass and binders,1.5128116503277615,92,62.481,Medium,Switch to recycled metal containers with minimal processing waste.
Shampoo,Cosmetics,Plastic bottle (HDPE),Yes,Contains hemp and colorants,0.9827722738043446,65,70.48,Medium,Use recycled glass containers that are reusable and easily recyclable.
Refrigerator,Electronics,Rigid cardboard box,Yes,Contains aluminium and eco resin,9.19897174285841,210,62.535,Medium,Replace with recycled aluminum that saves 90% of energy during production.
Yogurt Cup,Food,Laminated foil pouch,Yes,Contains organic cotton and colorants,1.109563522603053,61,67.111,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Pen,Daily-use,Plastic bottle (HDPE),No,Contains recycled wood and adhesives,5.964992043030028,194,19.792,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Bed Frame,Furniture,Corrugated cardboard,Yes,Contains hemp and binders,4.287449896587175,124,88.642,High,Use uncoated recycled paper with eco-friendly printing inks.
Oatmeal,Food,Laminated foil pouch,No,Contains recycled wood and eco resin,4.059425518207192,147,25.506,Low,Use eco-friendly packaging alternatives made from renewable materials.
Laptop,Electronics,Rigid cardboard box,No,Contains hemp and binders,4.462850118957105,153,35.568,Low,Use eco-friendly packaging alternatives made from renewable materials.
Milk Carton,Food,Laminated foil pouch,No,Contains hemp and starch base,3.966590937158534,142,26.065,Low,Use eco-friendly packaging alternatives made from renewable materials.
Pen,Daily-use,Paper wrap,Yes,Contains bioplastic and starch base,0.5329312988027033,51,99.605,High,Use uncoated recycled paper with eco-friendly printing inks.
Cereal Box,Food,Laminated foil pouch,Yes,Contains bioplastic and colorants,9.179233813966611,212,42.897,Low,Replace with recycled aluminum that saves 90% of energy during production.
Tablet,Electronics,Rigid cardboard box,Yes,Contains organic cotton and binders,0.797766475308189,57,100,High,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Face Cream,Cosmetics,Plastic bottle (HDPE),Yes,Contains aluminium and binders,0.6139622989703573,62,72.709,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Soap,Cosmetics,Plastic bottle (HDPE),No,Contains bioplastic and minor additives,3.8050624587538793,155,26.693,Low,Use eco-friendly packaging alternatives made from renewable materials.
Milk Carton,Food,Laminated foil pouch,Yes,Contains bamboo and starch base,0.723789194522538,61,68.749,Medium,Use recycled glass containers that are reusable and easily recyclable.
Air Conditioner,Electronics,Plastic bottle (HDPE),Yes,Contains recycled wood and binders,9.370632972897148,210,46.895,Low,Replace with recycled aluminum that saves 90% of energy during production.
Lipstick,Cosmetics,Plastic bottle (HDPE),No,Contains glass and colorants,4.457729797015917,162,28.636,Low,Use eco-friendly packaging alternatives made from renewable materials.
Smartphone,Electronics,Rigid cardboard box,Yes,Contains aluminium and adhesives,1.3627830532005576,54,100,High,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Notebook,Daily-use,Aluminum,Yes,Contains bamboo and adhesives,9.22473353674886,212,50.662,Medium,Replace with recycled aluminum that saves 90% of energy during production.
Bread Loaf,Food,Laminated foil pouch,No,Contains recycled wood and colorants,5.791463532987306,165,20.359,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Candle,Daily-use,Paper wrap,Yes,Contains organic cotton and adhesives,0.7984428189400797,47,98.66,High,Use uncoated recycled paper with eco-friendly printing inks.
Water Bottle,Daily-use,Bamboo,Yes,Contains recycled wood and binders,0.3703119987700871,30,100,High,Adopt bamboo-based packaging that is compostable and renewable.
Bookshelf,Furniture,Corrugated cardboard,Yes,Contains recycled wood and starch base,1.9829880498718269,73,100,High,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Tablet,Electronics,Rigid cardboard box,Yes,Contains organic cotton and starch base,2.19039775484349,99,90.269,High,Switch to recycled metal containers with minimal processing waste.
Headphones,Electronics,Rigid cardboard box,Yes,Contains steel and starch base,2.5600845869535664,122,91.42,High,Use eco-friendly packaging alternatives made from renewable materials.
Bed Frame,Furniture,Corrugated cardboard,Yes,Contains recycled wood and minor additives,3.7970476689890287,108,84.633,High,Use uncoated recycled paper with eco-friendly printing inks.
Milk Carton,Food,Laminated foil pouch,No,Contains steel and binders,5.841088057957835,176,18.799,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Toothbrush,Daily-use,Rigid cardboard box,No,Contains glass and colorants,3.829819513836541,143,37.365,Low,Use eco-friendly packaging alternatives made from renewable materials.
Water Bottle,Daily-use,Paper wrap,Yes,Contains bioplastic and adhesives,0.9181565889420914,47,99.975,High,Use uncoated recycled paper with eco-friendly printing inks.
Candle,Daily-use,Aluminum,Yes,Contains glass and starch base,8.648217079315199,205,47.339,Low,Replace with recycled aluminum that saves 90% of energy during production.
Bread Loaf,Food,Laminated foil pouch,Yes,Contains aluminium and minor additives,2.9301783563258046,115,59.97,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Moisturizer,Cosmetics,Plastic bottle (HDPE),No,Contains recycled wood and minor additives,6.350034262440749,178,19.928,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Water Bottle,Daily-use,Paper wrap,Yes,Contains steel and binders,0.4710275180874377,47,99.45,High,Use uncoated recycled paper with eco-friendly printing inks.
Bookshelf,Furniture,Corrugated cardboard,Yes,Contains steel and eco resin,1.5811907275895556,76,100,High,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Water Bottle,Daily-use,Bamboo,Yes,Contains steel and eco resin,0.5662697778119388,29,100,High,Adopt bamboo-based packaging that is compostable and renewable.
Perfume,Cosmetics,Plastic bottle (HDPE),Yes,Contains hemp and eco resin,8.885117664847042,192,44.246,Low,Replace with recycled aluminum that saves 90% of energy during production.
Oatmeal,Food,Laminated foil pouch,Yes,Contains bamboo and starch base,1.3604606939314523,62,68.979,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Pasta,Food,Laminated foil pouch,Yes,Contains recycled wood and starch base,1.8585185348556912,92,59.883,Medium,Switch to recycled metal containers with minimal processing waste.
Lipstick,Cosmetics,Plastic bottle (HDPE),No,Contains hemp and binders,6.129844414798637,170,20.486,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
LED TV,Electronics,Rigid cardboard box,No,Contains recycled wood and eco resin,3.6567501022226527,153,35.949,Low,Use eco-friendly packaging alternatives made from renewable materials.
Perfume,Cosmetics,Plastic bottle (HDPE),Yes,Contains hemp and adhesives,2.374068479467634,124,64.37,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Bookshelf,Furniture,Corrugated cardboard,Yes,Contains hemp and colorants,1.81425039252728,69,100,High,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Nail Polish,Cosmetics,Plastic bottle (HDPE),Yes,Contains steel and colorants,0.6284867531394054,28,76.698,High,Adopt bamboo-based packaging that is compostable and renewable.
Yogurt Cup,Food,Laminated foil pouch,Yes,Contains bioplastic and colorants,0.6195552610617194,30,73.724,Medium,Adopt bamboo-based packaging that is compostable and renewable.
Detergent,Daily-use,Plastic bottle (HDPE),Yes,Contains bioplastic and starch base,2.68564608425799,110,62.325,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Soap,Cosmetics,Plastic bottle (HDPE),Yes,Contains recycled wood and adhesives,2.892494636563673,110,62.677,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Yogurt Cup,Food,Laminated foil pouch,No,Contains recycled wood and binders,3.5052022560153056,145,25.459,Low,Use eco-friendly packaging alternatives made from renewable materials.
Oatmeal,Food,Laminated foil pouch,Yes,Contains hemp and binders,1.1677929914859635,57,65.497,Medium,Use recycled glass containers that are reusable and easily recyclable.
Pasta,Food,Laminated foil pouch,Yes,Contains glass and adhesives,-0.115977944,32,74.896,Medium,Adopt bamboo-based packaging that is compostable and renewable.
Pen,Daily-use,Aluminum,Yes,Contains organic cotton and starch base,9.43000839206313,186,48.67,Low,Replace with recycled aluminum that saves 90% of energy during production.
Water Bottle,Daily-use,Plastic bottle (HDPE),No,Contains steel and eco resin,6.276469308203104,178,20.705,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Chips,Food,Laminated foil pouch,Yes,Contains aluminium and starch base,1.2761928727313938,56,64.549,Medium,Use recycled glass containers that are reusable and easily recyclable.
Laptop,Electronics,Rigid cardboard box,Yes,Contains steel and binders,0.0403791842591276,28,100,High,Adopt bamboo-based packaging that is compostable and renewable.
Sofa,Furniture,Corrugated cardboard,No,Contains bioplastic and adhesives,4.760511261408911,188,52.458,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Tablet,Electronics,Rigid cardboard box,No,Contains bioplastic and minor additives,6.492709644623369,167,31.544,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Milk Carton,Food,Laminated foil pouch,Yes,Contains organic cotton and binders,2.2056493711032013,95,61.986,Medium,Switch to recycled metal containers with minimal processing waste.
Cereal Box,Food,Laminated foil pouch,Yes,Contains glass and eco resin,8.776236781116134,182,40.786,Low,Replace with recycled aluminum that saves 90% of energy during production.
Yogurt Cup,Food,Laminated foil pouch,No,Contains organic cotton and adhesives,3.567083193770332,153,24.657,Low,Use eco-friendly packaging alternatives made from renewable materials.
Perfume,Cosmetics,Plastic bottle (HDPE),No,Contains glass and colorants,3.794434878633691,141,28.562,Low,Use eco-friendly packaging alternatives made from renewable materials.
Bread Loaf,Food,Laminated foil pouch,No,Contains recycled wood and minor additives,6.34571556711501,181,17.04,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Lipstick,Cosmetics,Plastic bottle (HDPE),Yes,Contains steel and eco resin,2.674247895536197,112,61.802,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Towel,Daily-use,Paper wrap,Yes,Contains bioplastic and binders,0.6483278383359551,64,100,High,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Juice Bottle,Food,Laminated foil pouch,Yes,Contains recycled wood and colorants,2.614170550866175,131,59.986,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Oatmeal,Food,Laminated foil pouch,Yes,Contains steel and minor additives,1.841174998411187,104,59.343,Medium,Switch to recycled metal containers with minimal processing waste.
Oatmeal,Food,Laminated foil pouch,Yes,Contains organic cotton and minor additives,1.6766351314751051,59,66.748,Medium,Use recycled glass containers that are reusable and easily recyclable.
Cereal Box,Food,Laminated foil pouch,Yes,Contains glass and minor additives,1.980843420282365,94,60.706,Medium,Switch to recycled metal containers with minimal processing waste.
Laptop,Electronics,Rigid cardboard box,No,Contains aluminium and starch base,3.676253280842284,156,35.432,Low,Use eco-friendly packaging alternatives made from renewable materials.
Pasta,Food,Laminated foil pouch,No,Contains recycled wood and binders,4.3221860381289945,136,27.12,Low,Use eco-friendly packaging alternatives made from renewable materials.
Air Conditioner,Electronics,Plastic bottle (HDPE),No,Contains aluminium and starch base,4.337565694970725,135,27.867,Low,Use eco-friendly packaging alternatives made from renewable materials.
Tablet,Electronics,Rigid cardboard box,Yes,Contains bioplastic and starch base,1.1753890332492882,52,100,High,Use uncoated recycled paper with eco-friendly printing inks.
Shampoo,Cosmetics,Plastic bottle (HDPE),Yes,Contains organic cotton and colorants,8.714733212890767,216,44.104,Low,Replace with recycled aluminum that saves 90% of energy during production.
Yogurt Cup,Food,Laminated foil pouch,Yes,Contains recycled wood and adhesives,2.157598916806068,98,59.586,Medium,Switch to recycled metal containers with minimal processing waste.
Candle,Daily-use,Plastic,No,Contains steel and minor additives,3.668111855157648,137,24.585,Low,Use eco-friendly packaging alternatives made from renewable materials.
LED TV,Electronics,Rigid cardboard box,Yes,Contains bioplastic and minor additives,1.0347434736418442,64,100,High,Use recycled glass containers that are reusable and easily recyclable.
Table,Furniture,Corrugated cardboard,Yes,Contains hemp and colorants,2.6969317951815546,106,94.422,High,Use uncoated recycled paper with eco-friendly printing inks.
Bread Loaf,Food,Laminated foil pouch,Yes,Contains recycled wood and binders,1.2771833626620943,45,67.832,Medium,Use uncoated recycled paper with eco-friendly printing inks.
Bed Frame,Furniture,Corrugated cardboard,Yes,Contains steel and binders,3.8745490197108494,114,85.212,High,Use uncoated recycled paper with eco-friendly printing inks.
Milk Carton,Food,Laminated foil pouch,Yes,Contains steel and eco resin,0.5612960824200235,29,70.46,Medium,Adopt bamboo-based packaging that is compostable and renewable.
Air Conditioner,Electronics,Plastic bottle (HDPE),No,Contains aluminium and colorants,6.065798891045514,189,19.197,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Wooden Chair,Furniture,Corrugated cardboard,Yes,Contains hemp and minor additives,2.5938412927148304,80,97.514,High,Adopt FSC-certified cardboard packaging made from renewable sources.
Bread Loaf,Food,Laminated foil pouch,Yes,Contains bamboo and starch base,8.68892251920825,201,41.464,Low,Replace with recycled aluminum that saves 90% of energy during production.
Face Cream,Cosmetics,Plastic bottle (HDPE),No,Contains glass and starch base,3.66502459501397,149,25.645,Low,Use eco-friendly packaging alternatives made from renewable materials.
Table,Furniture,Corrugated cardboard,Yes,Contains bioplastic and adhesives,3.3698090462974384,107,96.383,High,Use uncoated recycled paper with eco-friendly printing inks.
Bread Loaf,Food,Laminated foil pouch,No,Contains steel and minor additives,3.604697611674747,158,24.421,Low,Use eco-friendly packaging alternatives made from renewable materials.
Towel,Daily-use,Paper wrap,Yes,Contains hemp and minor additives,0.8469205387261243,61,99.803,High,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Wooden Chair,Furniture,Corrugated cardboard,Yes,Contains hemp and colorants,2.625689426829255,77,95.83,High,Adopt FSC-certified cardboard packaging made from renewable sources.
Lipstick,Cosmetics,Plastic bottle (HDPE),Yes,Contains glass and colorants,0.4541102606274789,49,76.117,High,Use uncoated recycled paper with eco-friendly printing inks.
Towel,Daily-use,Paper wrap,Yes,Contains hemp and minor additives,2.369060291730864,94,86.859,High,Switch to recycled metal containers with minimal processing waste.
Refrigerator,Electronics,Rigid cardboard box,No,Contains bamboo and binders,5.79407022293639,164,28.315,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Table,Furniture,Corrugated cardboard,Yes,Contains aluminium and adhesives,2.537530760506903,93,95.809,High,Use uncoated recycled paper with eco-friendly printing inks.
Air Conditioner,Electronics,Plastic bottle (HDPE),Yes,Contains bamboo and minor additives,2.857929781625568,126,62.721,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Smartphone,Electronics,Rigid cardboard box,Yes,Contains hemp and adhesives,1.138559231668521,53,100,High,Use uncoated recycled paper with eco-friendly printing inks.
Wooden Chair,Furniture,Corrugated cardboard,Yes,Contains bioplastic and eco resin,2.1936621159855827,84,92.472,High,Adopt FSC-certified cardboard packaging made from renewable sources.
Refrigerator,Electronics,Rigid cardboard box,Yes,Contains aluminium and minor additives,0.5450013319109698,45,100,High,Use uncoated recycled paper with eco-friendly printing inks.
Bed Frame,Furniture,Corrugated cardboard,Yes,Contains organic cotton and eco resin,3.731804568015008,116,86.269,High,Use uncoated recycled paper with eco-friendly printing inks.
Table,Furniture,Corrugated cardboard,Yes,Contains hemp and colorants,2.9901044017666,97,98.314,High,Use uncoated recycled paper with eco-friendly printing inks.
Wooden Chair,Furniture,Corrugated cardboard,Yes,Contains organic cotton and eco resin,2.379619067455892,78,95.459,High,Adopt FSC-certified cardboard packaging made from renewable sources.
Sofa,Furniture,Corrugated cardboard,No,Contains steel and adhesives,5.1914807477460725,191,46.972,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Laptop,Electronics,Rigid cardboard box,Yes,Contains bamboo and adhesives,2.2357657044201247,101,94.102,High,Switch to recycled metal containers with minimal processing waste.
Umbrella,Daily-use,Aluminum,Yes,Contains hemp and eco resin,2.437425881797167,95,70.795,Medium,Switch to recycled metal containers with minimal processing waste.
Smartphone,Electronics,Rigid cardboard box,No,Contains organic cotton and starch base,4.085976412440775,148,37.693,Low,Use eco-friendly packaging alternatives made from renewable materials.
Moisturizer,Cosmetics,Plastic bottle (HDPE),Yes,Contains glass and starch base,1.242066113977041,48,72.708,Medium,Use uncoated recycled paper with eco-friendly printing inks.
Umbrella,Daily-use,Bamboo,Yes,Contains bioplastic and colorants,-0.16936933,28,100,High,Adopt bamboo-based packaging that is compostable and renewable.
Pasta,Food,Laminated foil pouch,Yes,Contains bioplastic and binders,2.098183914845766,123,60.195,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Smartwatch,Electronics,Rigid cardboard box,Yes,Contains hemp and binders,2.000374149937276,99,92.171,High,Switch to recycled metal containers with minimal processing waste.
Tablet,Electronics,Rigid cardboard box,Yes,Contains aluminium and minor additives,8.629956176198457,208,62.104,Medium,Replace with recycled aluminum that saves 90% of energy during production.
Soap,Cosmetics,Plastic bottle (HDPE),Yes,Contains glass and eco resin,0.9239390058074398,65,71.971,Medium,Use recycled glass containers that are reusable and easily recyclable.
Juice Bottle,Food,Laminated foil pouch,Yes,Contains steel and eco resin,1.086155428610638,63,65.471,Medium,Use recycled glass containers that are reusable and easily recyclable.
Notebook,Daily-use,Aluminum,Yes,Contains hemp and colorants,9.185750737800213,214,49.124,Low,Replace with recycled aluminum that saves 90% of energy during production.
